Outlier,comment_count,down_votes,post_id,reputation,score,up_votes,user_id,view_count,views
score,0,16,37544056,30425,1,644,274,20,1883
score,0,0,32347669,104,1,55,1630136,16,40
score,0,0,33218309,104,1,55,1630136,7,40
score,0,94,37257134,108446,1,917,6068,18,10355
score,0,94,37093383,108446,1,917,6068,11,10355
score,0,94,29285164,108446,1,917,6068,17,10355
score,2,0,35685882,188,-1,25,1168239,17,35
score,1,13,37114640,6116,2,1995,2287576,18,1551
score,0,0,29550529,77,1,25,1537736,19,67
score,2,0,37577086,74,1,0,6357705,20,16
score,0,25,31029014,3416,3,254,386465,17,244
score,0,48,37390645,2444,2,353,1847261,14,166
score,1,1,33078084,41249,1,5464,1006010,12,2506
score,0,9,31319847,1688,1,49,4887407,20,124
score,0,9,36676465,1688,1,49,4887407,14,124
score,0,28,37594513,10738,2,698,911930,16,2483
score,0,28,35319247,10738,1,698,911930,19,2483
score,0,28,37752896,10738,1,698,911930,10,2483
score,0,483,35343186,24592,2,1560,21061,17,2309
score,0,1,31697142,317,1,32,2325955,20,93
score,1,0,30328976,147,1,1,1900967,19,37
score,0,51,35864852,7778,-1,438,11755,18,2214
score,0,51,35853378,7778,1,438,11755,17,2214
score,1,51,35486262,7778,-1,438,11755,15,2214
score,0,51,37676475,7778,1,438,11755,14,2214
score,0,11,24261972,1656,1,389,265431,16,451
score,3,11,35721007,1656,1,389,265431,15,451
score,3,11,33942986,1656,1,389,265431,18,451
score,0,10,36308239,1004,1,107,2251468,17,381
score,2,10,35226228,1004,-1,107,2251468,18,381
score,0,31,37211628,3577,2,1289,1517244,18,213
score,0,0,36695291,139,1,66,2199898,20,42
score,0,0,31171036,48,1,0,5071207,19,2
score,2,0,37346242,91,-1,13,245456,19,3
score,1,0,29189897,15,-2,1,4673637,16,4
score,0,0,32692711,17,1,0,4083332,18,6
score,0,17,36988899,151,-1,10,3749729,12,7
score,1,0,36046457,20,1,46,5700339,19,7
score,1,0,36764905,95,1,0,1474603,20,11
score,1,0,29883198,139,-1,12,1432790,19,14
score,0,0,36367891,36,1,5,1607383,19,14
score,4,0,29716312,3,-4,0,4804161,19,0
score,10,0,37300886,8,-1,0,3476240,18,8
score,0,0,33489759,13,1,0,3317132,16,6
score,8,0,29416967,26,1,15,3747674,17,6
score,0,0,34973983,31,1,0,2733145,18,9
score,0,951,33758207,6246,-1,320,630780,15,605
score,0,16,36363551,1683,1,96,1832464,20,177
score,0,15,37072355,2080,1,767,4960774,10,214
score,0,15,35367961,2080,3,767,4960774,19,214
score,0,36,28203036,10632,1,144,17440,12,662
score,2,0,35795018,101,2,10,4366879,19,28
score,0,21,37191403,559,1,200,5973797,19,109
score,1,549,35913125,4957,1,510,2283946,16,990
score,0,0,35915707,140,2,19,3233462,20,33
score,2,5,21902865,584,1,144,2909759,15,141
score,0,16,22834267,3360,1,347,1014237,16,687
score,0,16,35333713,3360,1,347,1014237,12,687
score,1,25,37012837,765,-1,75,1807486,19,148
score,0,13,35837533,1655,1,1817,1499072,9,299
score,0,0,31784035,96,1,53,4258956,18,21
score,0,41,31404696,2038,1,738,11801,14,355
score,2,461,37642104,182476,4,3899,324584,18,26310
score,3,1,26689297,3675,1,714,1572408,19,242
score,0,0,28773910,44,1,1,469266,14,23
score,0,7,37593273,963,2,435,2253888,16,312
score,6,17,26168362,1201,-1,157,2816909,16,181
score,11,62,30335961,8707,1,356,404568,19,933
score,0,0,37614273,61,-3,1,2349791,15,33
score,5,6,33318250,369,1,65,3518938,18,34
score,1,0,36499707,1156,1,7,1203146,20,197
score,0,0,35951816,1156,1,7,1203146,17,197
score,0,29,35563832,7936,1,1068,28901,19,516
score,3,0,35552024,50,2,6,3032288,13,17
score,0,0,28761705,122,1,26,1983698,19,23
score,7,6,34005121,945,-1,106,598832,16,64
score,0,0,34686600,164,1,139,25102,19,90
score,0,27,33358857,2026,1,181,2961662,12,254
score,2,198,32328862,20587,-1,1898,38522,18,2797
score,4,198,37055352,20587,2,1898,38522,20,2797
score,1,198,34162465,20587,1,1898,38522,19,2797
score,1,198,31301174,20587,-1,1898,38522,10,2797
score,1,198,33018072,20587,-1,1898,38522,19,2797
score,0,1,34763618,590,2,46,366336,16,56
score,1,1,33701758,174,1,69,2111795,11,41
score,0,9,36942209,304,1,95,3302584,10,94
score,6,0,35813179,1728,1,47,1134275,8,195
score,0,0,33600109,50,-1,6,3933207,17,10
score,1,0,37505148,18,-2,0,5661248,17,12
score,0,0,33834737,10,1,0,5587036,17,14
score,0,0,36448734,6,1,0,2608644,19,0
score,2,0,37663626,6,1,0,3619866,16,1
score,0,0,34983378,6,1,0,2950580,14,1
score,0,0,37690902,8,1,0,6437549,15,0
score,0,0,36528641,16,1,0,3861272,14,15
score,0,0,35319646,26,-1,7,3348196,17,21
score,1,0,35686303,26,-1,7,3348196,20,21
view_count,0,0,37531244,16,0,0,3861272,3,15
comment_count,5,0,37622335,104,-1,32,5224239,17,26
comment_count,4,1,37744866,456,-1,70,3779507,15,182
comment_count,7,11,32927792,2427,0,651,369313,20,502
comment_count,3,20,35086108,3811,0,1476,389828,19,374
comment_count,4,10,35640835,441,0,22,2908971,14,67
comment_count,3,0,27809370,147,0,14,1261079,18,38
comment_count,3,5,36087502,644,0,26,1003009,16,119
comment_count,4,0,36480588,58,0,6,2420913,15,19
comment_count,4,0,36914123,72,0,12,3812866,16,34
comment_count,3,0,24025060,43,0,17,3675617,17,22
comment_count,10,2,37482402,1579,1,1081,1700106,16,178
comment_count,3,27,26692520,5486,0,109,3562271,18,297
comment_count,4,1629,36012966,263224,0,1401,507674,18,21673
comment_count,3,0,33723611,97,1,27,5558115,17,49
comment_count,5,0,33750601,97,0,27,5558115,17,49
comment_count,4,0,34078066,65,0,22,4916173,12,43
comment_count,5,18,34121360,2666,0,14,3195915,15,84
comment_count,4,9,35951221,5821,0,186,2957677,18,374
comment_count,5,3,37003440,196,1,3,3009613,20,110
comment_count,3,3,34120041,485,0,35,1483434,17,73
comment_count,7,16,37499742,6469,1,445,1019952,17,677
comment_count,7,7,23322532,1342,0,114,2840178,19,381
comment_count,4,0,34843079,30,0,1,3449597,19,23
comment_count,4,288,15047053,18947,0,3874,156755,16,5049
comment_count,7,0,34486354,102,0,18,3582842,15,69
comment_count,3,0,37133337,176,0,22,1233535,18,88
comment_count,5,2,28294230,2842,0,86,3677259,15,227
comment_count,4,3,32288752,1117,1,253,2245934,17,219
comment_count,3,6,36205180,697,0,211,4543112,15,91
comment_count,4,6,35351822,697,0,211,4543112,14,91
comment_count,3,1,28411641,1928,0,1224,463978,20,164
comment_count,3,0,34638858,537,0,35,1246086,17,84
comment_count,3,11,32661087,16473,-1,1262,683553,19,1586
comment_count,3,19,35920077,1460,0,310,218208,18,428
comment_count,8,0,35987581,147,0,33,1551819,17,9
comment_count,3,0,37225928,67,0,23,959127,20,11
comment_count,3,0,25952024,30,0,9,3879560,14,11
comment_count,3,0,35431715,6,0,0,2799176,20,1
comment_count,10,0,34275641,6,0,0,5679437,19,4
comment_count,9,0,36695604,11,0,0,4556923,20,12
comment_count,3,0,37619648,21,0,6,5979431,9,2
comment_count,4,0,26663431,171,-1,28,2126810,16,112
comment_count,4,0,15003058,191,0,35,2053929,20,55
comment_count,3,319,34888017,24812,0,1280,31667,10,2322
comment_count,4,1,36581912,867,0,33,4177694,14,21
comment_count,4,21,37764847,6940,0,1198,499699,9,615
comment_count,5,148,31165184,1177,0,509,1178075,16,152
comment_count,4,7,30139905,493,0,58,3859951,15,92
comment_count,3,1,36152790,176,0,23,2046646,16,47
comment_count,5,1,25962821,176,0,23,2046646,19,47
comment_count,3,0,37690793,82,-1,12,2422218,17,39
comment_count,4,1,31621544,608,0,38,2907645,20,137
comment_count,8,6,33368053,1844,0,313,4174195,13,374
comment_count,3,6,36473015,1844,0,313,4174195,18,374
comment_count,3,6,36544611,1844,0,313,4174195,16,374
comment_count,4,9,36383540,8830,0,369,26107,17,798
comment_count,4,0,35557292,3132,1,56,97925,17,352
comment_count,4,0,37742555,568,0,12,3291266,17,176
comment_count,3,1,37549204,2784,1,294,4675736,16,1017
comment_count,3,1,32698335,304,1,34,2135219,17,136
comment_count,5,131,34004091,3328,0,265,5045227,18,569
comment_count,3,9,30007581,498,0,222,3033149,14,109
comment_count,4,12,36741987,3405,1,88,296346,20,199
comment_count,4,0,32728760,62,0,4,1600900,8,46
comment_count,3,0,37264605,604,0,16,1284680,12,75
comment_count,7,6,33922987,22418,0,401,478144,20,2916
comment_count,6,0,36503270,146,0,10,3374382,16,26
comment_count,4,0,35893828,469,0,2,228674,20,144
comment_count,4,12,35920341,1424,0,29,5545882,17,350
comment_count,3,0,35813010,47,0,7,1783194,20,29
comment_count,3,19,25444176,504,0,36,2450935,19,142
comment_count,3,19,34316783,504,0,36,2450935,20,142
comment_count,3,19,37395381,504,0,36,2450935,16,142
comment_count,3,0,26663800,139,0,35,2635961,19,43
comment_count,4,0,36750588,123,0,30,5008872,16,49
comment_count,4,0,37667739,28,-7,3,6118448,14,5
comment_count,3,0,37348997,1,0,0,6361547,19,1
comment_count,4,2,30260248,617,1,81,1870509,11,87
comment_count,3,0,14402646,2278,0,0,538847,18,234
comment_count,3,0,36386369,33,0,5,6084936,16,34
comment_count,3,58,33786244,2290,0,218,3697264,20,820
comment_count,5,1,33149408,756,0,73,1970448,20,94
comment_count,6,1,37756055,173,0,101,370092,16,144
comment_count,3,2,34833616,737,-1,29,351170,14,126
comment_count,4,0,20188542,61,0,27,1486242,20,15
comment_count,6,0,35871542,374,0,45,1464618,18,66
comment_count,4,22,34422067,2957,1,160,873139,13,482
comment_count,4,22,18603007,2957,0,160,873139,18,482
comment_count,7,45,30323955,6140,1,714,467859,20,770
comment_count,3,5,35684067,3091,0,304,3581788,19,639
comment_count,3,5,35345620,3091,0,304,3581788,15,639
comment_count,3,0,25267915,120,0,14,3395049,20,102
comment_count,4,13,37622851,6116,0,1995,2287576,18,1551
comment_count,3,13,36179316,6116,0,1995,2287576,13,1551
comment_count,3,13,37163849,6116,0,1995,2287576,20,1551
comment_count,4,13,36086537,6116,0,1995,2287576,19,1551
comment_count,3,13,36061045,6116,0,1995,2287576,19,1551
comment_count,3,21,36699401,592,0,51,1527537,18,83
comment_count,5,0,29296556,1903,0,56,356582,15,142
comment_count,5,0,37467363,74,0,0,6357705,17,16
comment_count,3,483,27375605,24592,0,1560,21061,19,2309
comment_count,3,51,37597066,7778,0,438,11755,16,2214
comment_count,3,11,35721007,1656,1,389,265431,15,451
comment_count,3,11,33942986,1656,1,389,265431,18,451
comment_count,5,0,37210568,139,0,66,2199898,9,42
comment_count,3,0,30645058,27,0,2,1542051,20,1
comment_count,4,0,37615811,135,0,61,5873521,11,10
comment_count,3,0,23175988,41,0,0,3054080,17,13
comment_count,3,0,35563172,139,0,12,1432790,20,14
comment_count,4,0,29716312,3,-4,0,4804161,19,0
comment_count,5,0,37487307,6,0,0,6337354,16,7
comment_count,10,0,37300886,8,-1,0,3476240,18,8
comment_count,5,0,36719246,11,0,0,3484026,13,15
comment_count,8,0,29416967,26,1,15,3747674,17,6
comment_count,10,0,32974547,160,0,62,3482098,20,26
comment_count,3,0,36991120,46,0,13,3930191,14,43
comment_count,5,72,35300221,6170,0,1901,2038544,19,475
comment_count,4,0,37212237,42,0,1,3457558,17,24
comment_count,3,0,32571034,57,0,39,2946932,20,24
comment_count,3,70,37613295,1720,0,200,2762432,12,151
comment_count,6,3,36718577,262,0,233,875393,18,51
comment_count,6,13,36560530,1655,0,1817,1499072,18,299
comment_count,4,8,34294616,2712,0,242,653292,16,326
comment_count,4,0,34035791,455,0,45,531341,17,210
comment_count,3,0,32184709,96,0,53,4258956,16,21
comment_count,3,1,26689297,3675,1,714,1572408,19,242
comment_count,6,17,26168362,1201,-1,157,2816909,16,181
comment_count,11,62,30335961,8707,1,356,404568,19,933
comment_count,6,55,20458662,3121,0,1562,2413722,19,280
comment_count,5,6,33318250,369,1,65,3518938,18,34
comment_count,3,0,35552024,50,2,6,3032288,13,17
comment_count,7,43,33904826,4917,0,1742,400691,15,611
comment_count,3,5,32904121,1129,0,263,1050179,19,228
comment_count,7,6,34005121,945,-1,106,598832,16,64
comment_count,4,0,37137433,144,0,21,2529106,12,35
comment_count,3,18,34651536,2878,0,1467,1446086,20,203
comment_count,8,21,32373416,2586,0,76,1587951,12,190
comment_count,4,1,22097742,3913,0,61,1081325,16,220
comment_count,4,198,37055352,20587,2,1898,38522,20,2797
comment_count,4,24,33656213,3869,0,1370,2422230,17,250
comment_count,6,3,32036930,409,0,83,3070181,18,151
comment_count,6,17,36742937,969,0,56,4754758,11,89
comment_count,6,0,35813179,1728,1,47,1134275,8,195
comment_count,6,25,33156241,578,0,57,2420976,18,142
comment_count,3,0,37206124,20,0,0,6329627,17,5
comment_count,3,0,37751594,27,0,4,1382366,9,7
comment_count,6,0,37159510,6,0,0,3346069,20,3
comment_count,3,0,37223575,31,0,40,5319918,17,14
